ride_dist,ride_time,ride_speed,ride_id
5.254979057404271,0.18531001951028062,28.35777078482654,202312270
1.8625884344738686,0.05427716925226754,34.316241250847014,202312271
5.569069008175884,0.2853610509768597,19.51586941915029,202312272
8.003191382372899,0.2744164204825397,29.16440411364566,202312273
7.055782063901885,0.23135492906582958,30.497651778554662,202312274
3.6629023007544212,0.13567620566659735,26.9973816171969,202312275
8.260246254100368,0.24884398367605542,33.19447845222386,202312276
7.842996481778073,0.2307081518632928,33.995315806723106,202312277
1.3025081631469526,0.046892912804040086,27.77622641165371,202312278
2.6355161856614284,0.08174444834123841,32.240919587096464,202312279
6.992126865735075,0.2347529629904262,29.785042014657044,2023122710
1.6413536493131375,0.051204066728107504,32.055142378215585,2023122711
8.859030901969806,0.4364253244071553,20.299076168423557,2023122712
8.424705267296607,0.22094225469263817,38.13080154819892,2023122713
2.7761415380289653,0.1043162836182457,26.612734289772927,2023122714
0.4511415297978294,0.016818688514197034,26.823823356798044,2023122715
1.2128138046666748,0.03573057221281808,33.9433076370265,2023122716
4.47496140432344,0.14293161572973923,31.3084084404732,2023122717
6.028495128218234,0.23843412008058484,25.283693148366314,2023122718
0.8532701892012062,0.023162547555431224,36.83835671180862,2023122719
9.846878384453598,0.36331234887284636,27.10306548897365,2023122720
5.809906866316607,0.2851630165807036,20.373984452757227,2023122721
3.5535843698235334,0.10209371988758527,34.807080922669506,2023122722
5.597073098041959,0.2666881662889487,20.987332043738668,2023122723
7.27236491653311,0.24505731600100802,29.676179577936765,2023122724
8.21500290743357,0.2540659166065681,32.33413996319252,2023122725
8.124173641319274,0.21991045353885552,36.94309893223803,2023122726
7.839270069268379,0.2642412877236288,29.6670900176187,2023122727
9.044961211155838,0.4057516024492588,22.291868119700045,2023122728
3.635131885271302,0.10828511171596661,33.57000632558153,2023122729
9.80800172945243,0.4462046427176635,21.980949525122835,2023122730
9.27184125055725,0.22704885049132273,40.836327647083145,2023122731
5.037055707054244,0.2224594907793342,22.642575011783546,2023122732
9.367534328537742,0.2919523825327217,32.085829364615094,2023122733
2.0379011141392,0.07475022012610398,27.262810874687073,2023122734
7.064101641336519,0.5525048599581934,12.785591862252652,2023122735
5.974514592800478,0.2276828737007157,26.24050942300496,2023122736
4.2482635780928995,0.13557043559660434,31.336209545964653,2023122737
2.7945593904901234,0.0954131969240514,29.28902374704606,2023122738
3.616997700705238,0.15128107752871486,23.909121747355947,2023122739
3.765569640184183,0.12922405339099605,29.139850835591858,2023122740
3.980919535484515,0.1161242684082289,34.28154674344037,2023122741
0.5991142107708247,0.01749070752261046,34.253286209053705,2023122742
4.871144379960736,0.1358935634782121,35.84529138307371,2023122743
0.11886878612000329,0.00510990121767478,23.262443060316844,2023122744
6.156861285890717,0.21262933638622894,28.955841139000373,2023122745
8.020398008066255,0.26946262359027473,29.76441742162167,2023122746
9.766348880284372,0.3178994087417627,30.721506903518062,2023122747
5.5206892073875435,0.18738081329760234,29.46240391549301,2023122748
7.161680810356074,0.20915410362765138,34.241168048539585,2023122749
8.2441948713758,0.27486197746971447,29.99394440536681,2023122750
8.147847618341093,0.4463834107213589,18.253025140818092,2023122751
0.9977310304833276,0.029710224876839317,33.58207602329902,2023122752
1.5535438675044,0.06425792348632592,24.176689553857027,2023122753
